,acteur_1,acteur_2,acteur_3,allocine_id,annee_prod,annee_sortie,box_office_fr,couleur,duree,langues,nationalite,nb_critiques_presse,nb_critiques_spectateurs,nb_notes_spectateurs,note_presse,note_spectateurs,realisateurs,synopsis,titre,type_film,genre
1168,Michael Douglas,Sharon Stone,Jeanne Tripplehorn,7342,1992,1992.0,,Couleur,130.0,Anglais,"Américain , français",5.0,476.0,19706.0,2.0,3.7,Paul Verhoeven,"Nick Curran , inspecteur de police à San Francisco , enquête sur le meurtre d' une star du rock , Johnny Boz , tué de trente et un coups de pic à glace par une inconnue alors qu' il faisait l' amour . Nick apprend que le chanteur fréquentait Catherine Tramell , riche et brillante romanciere . Au cours de son enquête , il s' apercoit que les parents de Catherine sont morts dans un accident suspect , que son professeur de psychologie a été assassiné dix ans plus tôt à coups de pic à glace et qu' enfin , une de ses meilleures amies a , en 1956 , tué ses trois enfants et son mari .",Basic Instinct,Long-métrage,policier
3919,Cate Blanchett,Geoffrey Rush,Clive Owen,57349,2007,2007.0,124067.0,Couleur,114.0,Anglais,"Français , britannique",22.0,226.0,1585.0,2.6,3.4,Shekhar Kapur,"En 1585 , Elizabeth Ière règne sur l' Angleterre depuis près de trente ans . Le vent destructeur du catholicisme fondamentaliste souffle sur l' Europe , sous la conduite de Philippe II d' Espagne . Soutenu par l' Eglise de Rome , le roi dispose d' une armée puissante et d' une Armada qui domine les mers . Philippe II est déterminé à renverser la reine "" hérétique "" et à ramener l' Angleterre au sein de l' Église romaine catholique . Elizabeth se prépare à la guerre contre l' Espagne mais doit aussi mener un combat plus intime contre ses sentiments pour Walter Raleigh , pirate au service de Sa Majesté . L' amour étant interdit à une souveraine vouée corps et âme à son pays , la reine encourage sa dame d' honneur préférée , Bess , à se rapprocher de Raleigh . Elizabeth observe l' idylle naissante . Tôt ou tard , elle le sait , elle devra choisir entre les aspirations de son coeur et ses devoirs de monarque si elle veut éviter le destin de sa cousine Marie Stuart , reine d' Ecosse , dont le nom semble lié au nouveau complot tout juste découvert par Sir Francis Walsingham .",Elizabeth : l' âge d' or,,historique
3799,Penélope Cruz,Javier Bardem,Jordi Mollà,8081,1992,1993.0,,Couleur,96.0,Espagnol,Espagnol,,26.0,267.0,,3.4,Bigas Luna,"Le jamon est l' emblème de l' Espagne et lorsqu' une femme est sensuelle et appétissante on dit d' elle , qu' elle est "" jamona "" . Silvia , fille "" jamona "" , attend un enfant de Jose Luis . La mère de Jose Luis , Conchita , déteste la mere de Sylvia , Carmen . Elle paie Raul , magasinier dans une usine de jambons , pour qu' il séduise Silvia .","Jambon , Jambon",,romance
1275,Rocco Siffredi,Rozsa Tano,Gabriele Galetta,246290,2016,2016.0,,Couleur,103.0,Français,Français,16.0,51.0,412.0,2.9,3.1,"Thierry Demaizière, Alban Teurlai","Rocco Siffredi est à la pornographie ce que Mike Tyson est à la boxe : une légende vivante . Sa mère aurait voulu qu’ il soit curé , il est devenu acteur porno avec sa bénédiction , consacrant sa vie à un seul dieu : le Désir . En trente ans de métier , Rocco Siffredi aura visité tous les fantasmes de l’ âme humaine et se sera prêté à toutes les transgressions . Hardeur au destin exceptionnel , Rocco plonge dans les abîmes de son addiction au sexe et affronte ses démons dans ce documentaire en forme d’ introspection . Le moment est aussi venu , pour le monstre sacré du sexe , de raccrocher les gants . Pour tourner la dernière scène de sa carrière , Rocco a choisi ce documentaire . Une galerie de personnages – famille , amis , partenaires et professionnels du porno – l’ accompagne jusqu’ à cette sortie de scène spectaculaire . Des repas de famille à Budapest aux tournages de films pornographiques à Los Angeles , des ruelles italiennes d’ Ortona aux villas américaines de la Porn Valley , le film déroule l’ histoire d’ une vie hantée par le désir et révèle en filigrane les coulisses du X , derrière le scandale et l’ apparente obscénité . À l’ heure où la pornographie sort de la clandestinité , envahit le cinéma traditionnel , la mode et l’ art contemporain , c’ est un univers à part entière , filmé au plus près , qui se dévoile à travers le parcours de Rocco Siffredi .",Rocco,Long-métrage,documentaire
1076,acteurs inconnus,,,279843,2019,2020.0,,Couleur,,Français,Français,,2.0,7.0,,3.5,Hubert Charuel,""" Ma mère , mon père , les vaches et moi : c’ est notre vie depuis que je suis né . Tout le temps , tous les jours . Mais les choses vont changer . Mon père prend sa retraite qu’ il attendait avec impatience . Ma mère et ses vaches vont déménager dans une autre exploitation . La ferme de mes parents va disparaitre parce que je ne l’ ai pas reprise . Ma mère ne veut pas que ça s’ arrête mais elle va devoir tourner la page la plus importante de sa vie . "" ( Hubert Charuel ) Alors que son précédent film abordait la question de la paysannerie par le biais de la crise sanitaire majeure du XXe siècle ( vache folle ) et sous la forme d’ une fiction ( Petit Paysan , César du Meilleur Premier Film 2018 ) , Hubert Charuel raconte cette fois les transformations du métier , d’ un point de vue personnel . Alors que son père prend sa retraite , sa mère doit réadapter sa façon de travailler et les conditions d’ exploitation de son troupeau de vaches . Elle devra les déménager vers une ferme industrielle , ultra-moderne .",Les Vaches n’ auront plus de nom,Long-métrage,documentaire
2415,Jeremy Irons,Melanie Griffith,Dominique Swain,5473,1997,1998.0,,Couleur,137.0,Anglais,"Français , britannique , américain",,89.0,992.0,,3.2,Adrian Lyne,"Humbert , brillant professeur de lettres françaises dans une petite ville de la Nouvelle-Angleterre , loue une chambre chez une veuve esseulée , Charlotte , qui tombe amoureuse de lui . Provinçiale écervelée et bavarde , elle incarne ce qu' Humbert déteste le plus au monde , mais elle possède un atout inestimable : sa fille Dolores , dite Lolita , une espiègle et ensorcelante nymphette qui rappelle irrésistiblement au professeur le tragique amour de jeunesse dont il ne s' est jamais remis .",Lolita,Long-métrage,drame
3518,Samuel L. Jackson,Anthony Mackie,Nia Long,268529,2020,,,Couleur,120.0,Anglais,Américain,,31.0,548.0,,4.1,George Nolfi,"Deux entrepreneurs afro-américains , Bernard Garrett et Joe Morris , défient les lois raciales , en vigueur dans les années 50 aux Etats-Unis , en recrutant un ouvrier blanc , Matt Steiner . Ils décident de l' installer à la tête de leur entreprise afin de développer leur business .",The Banker,Long-métrage,drame
2801,Leonard Scheicher,Tom Gramenz,Lena Klenke,254195,2018,2018.0,154555.0,Couleur,111.0,Allemand,Allemand,19.0,114.0,1190.0,3.3,4.2,Lars Kraume,"Allemagne de l' est , 1956 . Kurt , Theo et Lena ont 18 ans et s' apprêtent à passer le bac . Avec leurs camarades , ils décident de faire une minute de silence en classe , en hommage aux révolutionnaires hongrois durement réprimés par l' armée soviétique . Cette minute de silence devient une affaire d' Etat . Elle fera basculer leurs vies . Face à un gouvernement est-allemand déterminé à identifier et punir les responsables , les 19 élèves de Stalinstadt devront affronter toutes les menaces et rester solidaires .",La Révolution silencieuse,,drame
3679,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra Jonas,224566,2013,2013.0,2875.0,Couleur,153.0,Hindi,Indien,,35.0,190.0,,2.0,Rakesh Roshan,"Un virus d’ un nouveau genre venu d’ Afrique du Sud ravage la planète . Tandis que les victimes s’ accumulent aux quatre coins du globe , la communauté scientifique cherche désespérément un vaccin . Derrière cette épidémie se cache le Dr Kaal , un chercheur renégat entouré d’ une armée de créatures mutantes issues de ses expériences . Alors que le chaos s’ étend , tout espoir semble perdu . C’ est sans compter sur le Defender , un héros masqué , sombre et solitaire , qui hante les hauteurs des mégapoles . Ses pouvoirs sont démesurés : il vole à des vitesses supersoniques , bondit d’ immeuble en immeuble et peut soulever des buildings . Mais tout cela est-il suffisant pour endiguer la funeste menace qui plane sur l’ humanité ?",Defender,Long-métrage,science fiction
2294,Jack Kao,Lee Hong-Chi,Louise Grinberg,267537,2018,2019.0,,Couleur,107.0,,"Américain , chinois , taïwanais , français",22.0,34.0,322.0,3.3,2.9,Wi-ding Ho,"Trois nuits de la vie d’ un homme . Trois nuits à traverser un monde interlope , qui ont fait basculer son existence ordinaire . Il est sur le point de commettre l’ irréparable . Mais son passé va le rattraper …",Face à la nuit,,policier
2903,Jessica Alba,Hugh Dancy,Bob Hoskins,35539,2003,2005.0,,Couleur,109.0,Anglais,Américain,,43.0,336.0,,3.0,Guy Jenkin,"Dans les années trente à Bornéo , un jeune diplomate anglais tombe amoureux de Selima , une malaisienne .",Amour interdit,Long-métrage,historique
2788,Lucas Black,Shad Moss,Brian Tee,61256,2006,2006.0,842446.0,Couleur,104.0,,"Américain , allemand",13.0,534.0,16516.0,1.6,2.2,Justin Lin,"Sean Boswell est un risque-tout à qui sa passion immodérée des voitures de sport trafiquées a déjà attiré de sérieux ennuis avec la police californienne . Condamné après un accident , sa seule alternative à la prison est d' accepter la tutelle de son père , militaire de carrière basé à Tokyo . Gaijin ( étranger ) dans la ville la plus moderne et la plus sexy du monde , le jeune homme se sent plus exclu que jamais jusqu' au jour où un nouveau copain , Twinkie , lui fait découvrir l' univers secret du drifting - le nec plus ultra des rodéos urbains . Un sport clandestin où l' audace , l' élégance et la fluidité de la conduite sont encore plus appréciéesque la simple vitesse . Sean est immédiatement accroché : son style de vie rebelle a trouvé sa parfaite expressiondans le drift , ses périlleuses transgressions , son défi permanent aux lois de la physique ...",Fast & Furious : Tokyo Drift,Long-métrage,policier
4034,Emilie Dequenne,André Dussollier,Guillaume Gouix,246368,2017,2017.0,320560.0,Couleur,119.0,Français,"Français , belge",31.0,284.0,1910.0,3.3,3.2,Lucas Belvaux,"Pauline , infirmière à domicile , entre Lens et Lille , s’ occupe seule de ses deux enfants et de son père ancien métallurgiste . Dévouée et généreuse , tous ses patients l' aiment et comptent sur elle . Profitant de sa popularité , les dirigeants d’ un parti extrémiste vont lui proposer d’ être leur candidate aux prochaines municipales .",Chez Nous,Long-métrage,drame
614,Jacob Tremblay,Keith L. Williams,Brady Noon,258241,2019,2019.0,76808.0,Couleur,90.0,Anglais,Américain,5.0,80.0,740.0,2.0,2.7,Gene Stupnitsky,"Après avoir été invités à leur première fête , Max , Thor et Lucas , 12 ans , paniquent complètement parce qu’ ils ne savent pas comment embrasser . À la recherche de conseils , Max , flanqué de ses deux inséparables amis , décide d’ utiliser le drone de son père – auquel il n’ a évidemment pas le droit de toucher – pour espionner la voisine et son petit ami . Mais tout prend une très mauvaise tournure quand le drone est détruit . Désespérés de devoir le remplacer avant le retour du père de Max , les garçons sèchent les cours pour se lancer dans une véritable odyssée , ponctuée par des choix plus catastrophiques les uns que les autres , allant du vol accidentel de drogue , à une partie de paintball désastreuse au milieu d’ une fratrie universitaire , tout en tentant d’ échapper à la police et à de terrifiantes adolescentes .",Good Boys,Long-métrage,comédie
4399,Gael García Bernal,Rodrigo de la Serna,Mercedes Morán,33464,2003,2004.0,850155.0,,126.0,Espagnol,"Américain , argentin , brésilien , péruvien , chilien",27.0,299.0,6990.0,3.9,4.0,Walter Salles,"En 1952 , deux jeunes Argentins , Alberto Granado et Ernesto Guevara , partent à la découverte de l' Amérique latine . Ils débutent leur périple sur une vieille moto baptisée "" La Vigoureuse "" . La confrontation avec la réalité sociale et politique des différents pays visités altère la perception que les deux amis ont du continent . Cette expérience éveillera de nouvelles vocations associées à un désir de justice sociale .",Carnets de voyage,,historique
2585,Robert John Burke,Bill Sage,Karen Sillas,7464,1992,1992.0,,Couleur,105.0,Anglais,"Britannique , italien , américain",,3.0,58.0,,3.5,Hal Hartley,"Dennis et Bill McCabe sont deux frères totalement différents : si le premier est un étudiant timide , le second est un petit délinquant qui sort d' une relation compliquée ayant juré sa vengeance sur les femmes après que sa petite amie l' a quitté . Dennis propose à Bill de partir à la recherche de leur père , un révolutionnaire disparu une vingtaine d' années auparavant .",Simple Men,Long-métrage,romance
1702,Catherine Deneuve,Rod Paradot,Benoît Magimel,224999,2014,2015.0,706001.0,Couleur,120.0,Français,Français,21.0,423.0,6354.0,3.9,4.0,Emmanuelle Bercot,"Le parcours éducatif de Malony , de six à dix-huit ans , qu’ une juge des enfants et un éducateur tentent inlassablement de sauver .",La Tête haute,Long-métrage,drame
5414,Nash Grier,Nia Sioux,Bianca D'Ambrosio,270558,2019,,,,,Anglais,Américain,,,,,,Tony Aloupis,"A une époque lointaine , après qu' une modification génétique a été installée chez les êtres humains , ces derniers jouissent de la prospérité , de vivre en temps de paix et de l' immortalité . Mais , un groupe de cinq filles rebelles , osent se demander si elles souhaitent vraiment vivre pour l' éternité . Cette question va entraîner une révolution ...",The Code,Long-métrage,science fiction
3395,Sam Worthington,Octavia Spencer,Tim McGraw,220986,2016,2017.0,,Couleur,133.0,Anglais,Américain,,57.0,289.0,,3.4,Stuart Hazeldine,"Mac , un homme en deuil , reçoit une invitation personnelle et mystérieuse pour aller à la rencontre de Dieu à un endroit appelé "" The Shack "" .",Le Chemin du pardon,Long-métrage,drame
